OBJECTID,ADMIN_ID3,NAME1,NAME_ENG1,NAME2,NAME_ENG2,NAME3,NAME_ENG3,ADMIN_ID1,ADMIN_ID2,TYPE,VERSION,POP_YEAR,POPULATION,MALE,FEMALE,HOUSE,Shape__Area,Shape__Length
129,103401,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,สวนหลวง,SUAN LUANG,10,1034,1,2023-10N,2020,48207,21988,26219,33232,0.00079604375434883,0.14054239443343
130,103402,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,อ่อนนุช,ON NUT,10,1034,1,2023-10N,2020,44427,20256,24171,28437,0.000507256097534992,0.140406155344826
131,103403,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,พัฒนาการ,PHATTHANAKAN,10,1034,1,2023-10N,2020,30975,14255,16720,19447,0.000733934710069661,0.12006520138191
132,103501,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,บางขุนเทียน,BANG KHUN THIAN,10,1035,1,2023-10N,2020,35779,16942,18837,15255,0.000524708935245144,0.0957110955011578
133,103502,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,บางค้อ,BANG KHO,10,1035,1,2023-10N,2020,34855,16453,18402,19149,0.000273911003091598,0.0865528709921083
134,103503,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,บางมด,BANG MOT,10,1035,1,2023-10N,2020,44424,20891,23533,23630,0.000700079041394019,0.138814119431103
135,103504,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,จอมทอง,CHOM THONG,10,1035,1,2023-10N,2020,33232,15979,17253,15744,0.000453126857451025,0.126479072485389
136,103602,กรุงเทพมหานคร,BANGKOK,ดอนเมือง,DON MUEANG,สีกัน,SI KAN,10,1036,1,2023-10N,2020,64527,33078,31449,28473,0.000971109561078265,0.142793080587532
137,103604,กรุงเทพมหานคร,BANGKOK,ดอนเมือง,DON MUEANG,ดอนเมือง,DON MUEANG,10,1036,1,2023-10N,2020,82077,38493,43584,38821,0.000892626823315368,0.142111387832542
138,103605,กรุงเทพมหานคร,BANGKOK,ดอนเมือง,DON MUEANG,สนามบิน,SANAM BIN,10,1036,1,2023-10N,2020,24187,14252,9935,10116,0.00122058567933436,0.174553891780645
139,103701,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ทุ่งพญาไท,THUNG PHAYA THAI,10,1037,1,2023-10N,2020,29409,14486,14923,10411,0.000207083739610425,0.0585553339565417
140,103702,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ถนนพญาไท,THANON PHAYA THAI,10,1037,1,2023-10N,2020,9583,4265,5318,12060,0.000102459643130715,0.0434502069728973
141,103703,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ถนนเพชรบุรี,THANON PHET BURI,10,1037,1,2023-10N,2020,14457,6664,7793,11612,8.37693811490681e-05,0.0498594783610545
142,103704,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,มักกะสัน,MAKKASAN,10,1037,1,2023-10N,2020,15815,7722,8093,18411,0.00020665079898663,0.0683542791069537
143,103801,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,ลาดพร้าว,LAT PHRAO,10,1038,1,2023-10N,2020,90273,41207,49066,46006,0.00124852653937069,0.187966099908935
144,103802,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,จรเข้บัว,CHORAKHE BUA,10,1038,1,2023-10N,2020,26835,12025,14810,11910,0.00052924724911918,0.112198079084566
145,103901,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คลองเตยเหนือ,KHLONG TOEI NUEA,10,1039,1,2023-10N,2020,9313,4287,5026,18019,0.000181899271410657,0.0607183328649585
146,103902,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คลองตันเหนือ,KHLONG TAN NUEA,10,1039,1,2023-10N,2020,49971,23778,26193,41741,0.000606184976618351,0.124173480566403
147,103903,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,พระโขนงเหนือ,PHRA KHANONG NUEA,10,1039,1,2023-10N,2020,22339,9907,12432,22647,0.000295342137519583,0.0845553966433355
148,104001,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,บางแค,BANG KHAE,10,1040,1,2023-10N,2020,38915,18089,20826,25752,0.000583418150540638,0.102706741614197
149,104002,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,บางแคเหนือ,BANG KHAE NUEA,10,1040,1,2023-10N,2020,59821,27622,32199,28238,0.00108524927316012,0.152672686595469
150,104003,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,บางไผ่,BANG PHAI,10,1040,1,2023-10N,2020,39908,18770,21138,14740,0.00132071247037402,0.16131656814565
151,104004,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,หลักสอง,LAK SONG,10,1040,1,2023-10N,2020,54659,25295,29364,25290,0.00100863161196685,0.132790259969874
152,104101,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,ทุ่งสองห้อง,THUNG SONG HONG,10,1041,1,2023-10N,2020,74987,36166,38821,39919,0.00141051576031259,0.17026828789992
153,104102,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,ตลาดบางเขน,TALAT BANG KHEN,10,1041,1,2023-10N,2020,27717,12731,14986,17914,0.000493400701543578,0.107845007456495
154,104201,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,สายไหม,SAI MAI,10,1042,1,2023-10N,2020,80784,37435,43349,35674,0.00134814864043165,0.222639991939836
155,104202,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,ออเงิน,O NGOEN,10,1042,1,2023-10N,2020,41339,19503,21836,24155,0.00126589980595782,0.158921914698274
156,104203,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,คลองถนน,KHLONG THANON,10,1042,1,2023-10N,2020,85149,40314,44835,46310,0.00101318828649255,0.144186988920064
157,104301,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คันนายาว,KHAN NA YAO,10,1043,1,2023-10N,2020,47313,22536,24777,18314,0.00106884002786956,0.159806471673292
158,104302,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,รามอินทรา,RAM INTHRA,10,1043,1,2023-10N,2020,49017,22404,26613,27550,0.00106563695828754,0.220189861785869
159,104401,กรุงเทพมหานคร,BANGKOK,สะพานสูง,SAPHAN SUNG,สะพานสูง,SAPHAN SUNG,10,1044,1,2023-10N,2020,28213,12824,15389,11290,0.0006747356676442,0.106355742957128
160,104402,กรุงเทพมหานคร,BANGKOK,สะพานสูง,SAPHAN SUNG,ราษฎร์พัฒนา,RAT PHATTHANA,10,1044,1,2023-10N,2020,42606,19569,23037,18199,0.00075120727774447,0.110074559658462
161,104403,กรุงเทพมหานคร,BANGKOK,สะพานสูง,SAPHAN SUNG,ทับช้าง,THAP CHANG,10,1044,1,2023-10N,2020,25273,11665,13608,11819,0.00090917184547834,0.150721185458961
162,104501,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,วังทองหลาง,WANG THONGLANG,10,1045,1,2023-10N,2020,24208,11044,13164,14470,0.000409766229950037,0.0932616564840044
163,104502,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,สะพานสอง,SAPHAN SONG,10,1045,1,2023-10N,2020,11451,5198,6253,6749,0.000143564419772702,0.0662491124345875
164,104503,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คลองเจ้าคุณสิงห์,KHLONG CHAOKHUN SING,10,1045,1,2023-10N,2020,28078,12823,15255,13979,0.000302082865914599,0.075833810882643
165,104504,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,พลับพลา,PHLAPPHLA,10,1045,1,2023-10N,2020,43721,19988,23733,27475,0.000572436934817233,0.107132672538863
166,104601,กรุงเทพมหานคร,BANGKOK,คลองสามวา,KHLONG SAM WA,สามวาตะวันตก,SAM WA TAWAN TOK,10,1046,1,2023-10N,2020,59217,27910,31307,25467,0.00224520639699222,0.211827283245639
167,104602,กรุงเทพมหานคร,BANGKOK,คลองสามวา,KHLONG SAM WA,สามวาตะวันออก,SAM WA TAWAN OK,10,1046,1,2023-10N,2020,26466,12750,13716,9441,0.00329268378459346,0.238319925093012
168,104603,กรุงเทพมหานคร,BANGKOK,คลองสามวา,KHLONG SAM WA,บางชัน,BANG CHAN,10,1046,1,2023-10N,2020,88936,41353,47583,41490,0.00168294036666339,0.210465580463239
169,104604,กรุงเทพมหานคร,BANGKOK,คลองสามวา,KHLONG SAM WA,ทรายกองดิน,SAI KONG DIN,10,1046,1,2023-10N,2020,13117,6270,6847,5068,0.000873399684223841,0.137344085474845
170,104605,กรุงเทพมหานคร,BANGKOK,คลองสามวา,KHLONG SAM WA,ทรายกองดินใต้,SAI KONG DIN TAI,10,1046,1,2023-10N,2020,17164,8386,8778,5011,0.00146688105269277,0.18593974392176
171,104702,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,บางนาเหนือ,BANG NA NUEA,10,1047,1,2023-10N,2020,40897,18579,22318,33396,0.000553486902504119,0.155189194615416
172,104703,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,บางนาใต้,BANG NA TAI,10,1047,1,2023-10N,2020,47638,22401,25237,38696,0.0010294703671434,0.184711401314475
173,104801,กรุงเทพมหานคร,BANGKOK,ทวีวัฒนา,THAWI WATTHANA,ทวีวัฒนา,THAWI WATTHANA,10,1048,1,2023-10N,2020,23159,10854,12305,9141,0.00158230701561024,0.237054004253074
174,104802,กรุงเทพมหานคร,BANGKOK,ทวีวัฒนา,THAWI WATTHANA,ศาลาธรรมสพน์,SALA THAMMASOP,10,1048,1,2023-10N,2020,55590,25639,29951,25279,0.00260899623617661,0.251963230206261
175,104901,กรุงเทพมหานคร,BANGKOK,ทุ่งครุ,THUNG KHRU,บางมด,BANG MOT,10,1049,1,2023-10N,2020,55478,25885,29593,27740,0.000877161797916415,0.154109105789997
176,104902,กรุงเทพมหานคร,BANGKOK,ทุ่งครุ,THUNG KHRU,ทุ่งครุ,THUNG KHRU,10,1049,1,2023-10N,2020,68222,32142,36080,26855,0.00179885457828277,0.204505715741339
177,105002,กรุงเทพมหานคร,BANGKOK,บางบอน,BANG BON,บางบอนเหนือ,BANG BON NUEA,10,1050,1,2023-10N,2020,22619,10817,11802,10234,0.00125231126241943,0.176556158277075
178,105003,กรุงเทพมหานคร,BANGKOK,บางบอน,BANG BON,บางบอนใต้,BANG BON TAI,10,1050,1,2023-10N,2020,24860,11879,12981,9317,0.000742209871191335,0.126966826254095
179,105004,กรุงเทพมหานคร,BANGKOK,บางบอน,BANG BON,คลองบางพราน,KHLONG BANG PHRAN,10,1050,1,2023-10N,2020,32286,15369,16917,17469,0.000435485899856758,0.105160741005777
180,105005,กรุงเทพมหานคร,BANGKOK,บางบอน,BANG BON,คลองบางบอน,KHLONG BANG BON,10,1050,1,2023-10N,2020,24601,11832,12769,13804,0.000415128934946551,0.116258607068191
181,110101,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ปากน้ำ,PAK NAM,11,1101,1,2023-10N,2020,49604,24094,25510,20657,0.000704901444123607,0.152442991682346
182,110102,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,สำโรงเหนือ,SAMRONG NUEA,11,1101,1,2023-10N,2020,72222,33511,38711,44035,0.000797944976170584,0.162415507593077
183,110103,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บางเมือง,BANG MUEANG,11,1101,1,2023-10N,2020,71549,33547,38002,30316,0.000868845973172938,0.139550114180271
184,110104,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ท้ายบ้าน,THAI BAN,11,1101,1,2023-10N,2020,24854,12129,12725,11391,0.00116492058157291,0.144092260780591
185,110108,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บางปูใหม่,BANG PU MAI,11,1101,1,2023-10N,2020,40195,19552,20643,23368,0.0025239847203693,0.312214139489112
186,110110,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,แพรกษา,PHRAEKSA,11,1101,1,2023-10N,2020,62453,29345,33108,30387,0.00219464385111223,0.257760560911755
187,110111,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บางโปรง,BANG PRONG,11,1101,1,2023-10N,2020,9997,4798,5199,4258,0.000331516609548999,0.0817789209782952
188,110112,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บางปู,BANG PU,11,1101,1,2023-10N,2020,6685,3267,3418,2337,0.00136535721787823,0.200768552457533
189,110113,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บางด้วน,BANG DUAN,11,1101,1,2023-10N,2020,7917,3821,4096,3304,0.000343806973774008,0.0850654031595989
190,110114,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บางเมืองใหม่,BANG MUEANG MAI,11,1101,1,2023-10N,2020,50690,23840,26850,19028,0.000340327685648845,0.104575513801598
191,110115,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,เทพารักษ์,THEPHARAK,11,1101,1,2023-10N,2020,49423,22822,26601,38669,0.000863562217205072,0.201043744518167
192,110116,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ท้ายบ้านใหม่,THAI BAN MAI,11,1101,1,2023-10N,2020,47766,22654,25112,22516,0.000686252301989043,0.125093091605446
193,110117,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,แพรกษาใหม่,PHRAEKSA MAI,11,1101,1,2023-10N,2020,50768,24281,26487,24442,0.00218457062237576,0.306421493532865
194,110201,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,บางบ่อ,BANG BO,11,1102,1,2023-10N,2020,34591,16639,17952,19702,0.00414719876562231,0.362030396854111
195,110202,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,บ้านระกาศ,BAN RAKAT,11,1102,1,2023-10N,2020,6814,3322,3492,2557,0.0020587516123669,0.31755811035188
196,110203,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,บางพลีน้อย,BANG PHLI NOI,11,1102,1,2023-10N,2020,9094,4460,4634,3211,0.0015633377680615,0.261079235191974
197,110204,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,บางเพรียง,BANG PHRIANG,11,1102,1,2023-10N,2020,23944,11574,12370,14096,0.00279345132901199,0.294401972398595
198,110205,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คลองด่าน,KHLONG DAN,11,1102,1,2023-10N,2020,28401,13989,14412,8127,0.00437789003376565,0.336480566357258
199,110206,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คลองสวน,KHLONG SUAN,11,1102,1,2023-10N,2020,3000,1461,1539,851,0.00109971413894527,0.15713727226648
200,110207,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,เปร็ง,PRENG,11,1102,1,2023-10N,2020,4246,2062,2184,1492,0.00156454126567951,0.254087019752017
201,110208,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คลองนิยมยาตรา,KHLONG NIYOM YATTRA,11,1102,1,2023-10N,2020,3293,1625,1668,1374,0.00138057832396044,0.188556971837897
202,110301,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,บางพลีใหญ่,BANG PHLI YAI,11,1103,1,2023-10N,2020,99766,47391,52375,54530,0.00323386541947457,0.31260586274263
203,110302,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,บางแก้ว,BANG KAEO,11,1103,1,2023-10N,2020,60846,27875,32971,38600,0.00210347748895856,0.211067676390952
204,110303,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,บางปลา,BANG PLA,11,1103,1,2023-10N,2020,33264,15899,17365,17420,0.00490567918382112,0.333948980333024
205,110304,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,บางโฉลง,BANG CHALONG,11,1103,1,2023-10N,2020,43460,20726,22734,33562,0.00316606943329134,0.286382541566932
